AP,HP,cost,effect,gods_id,id,name_en,rarity_id,set_id,tribe_id,type_id
0,0,2,Target creature goes to sleep at the start of your opponent's turn. Give it +1 strength  or +2 strength if it is an enemy creature.,7,100120,Memory Charm,1,2,11,5
0,0,2,Randomly summon a 1/2 Badger or a 2/1 Eagle.,2,100121,Animal Bond,1,2,11,5
0,0,2,At the end of your turn  give +1/+2 to a random creature in your hand.,3,100122,Intense Training,1,2,11,5
0,0,3,If you have a relic equipped  give it +1 durability. If you don't  equip a 2/1 Hand Axe with blitz.,3,100123,Slayer,1,2,11,5
0,0,2,Deal 1 damage to a creature and give it hidden until the start of its controller's turn.,7,100124,Cheat,1,2,11,5
0,0,2,Foresee 2. Your god gets protected.,6,100126,Clear Mind,1,2,11,5
3,5,6,When this creature is summoned  deal 3 damage to each other character. Afterlife: If your god has 15 health or less  pull this creature into your hand and permanently reduce its cost by 1.,4,828,Neferu Champion of Death,4,6,4,1
1,1,1,Backline. Deadly. Hidden for 1 turn.  After you play a card  play this creature to the board if it's in your hand.,7,829,Orfeo Champion of Deception,4,6,7,1
0,3,3,After you play a Light card  add 1 durability to this relic. Ability: Give +2/+2 to a creature  then remove 2 durability from this relic.,5,830,Lysander\'s Spear,4,6,7,4
4,4,5,Spell boost +2.,6,41,Pocket Channeler,1,1,7,1
2,2,2,Roar: Give +1/-1 to a creature.,1,42,Dread Pirate,1,1,7,1
1,2,1,At the end of your turn  heal your god for 2.,2,43,Simple Satyr,1,1,8,1
0,2,5,After you play a Deception card  add 1 durability to this relic. Ability: Pull target enemy creature into your opponent's hand  then remove 2 durability from this relic.,7,835,Orfeo\'s Mask,4,6,8,4
4,6,5,Flank. Roar: Each other friendly Olympian gets +1 strength and flank.,1,49,The Black Argo,3,1,10,1
1,6,6,Any damage taken by this creature is also applied to each enemy creature.,6,351,Archimedes Mirror,3,1,5,1
3,3,4,At the start of your turn  you gain the ability to use your god power twice during the turn. (Mana costs still apply.),1,353,Sign of Avarice,3,1,9,1
3,5,9,At the start of your turn  set this creature's mana cost to 9 minus the number of creatures on the board.,1,305,Raiding Kraken,2,1,13,1
0,0,2,All creatures with both strength 2 or less and health 2 or less  gain +4 health.,5,322,Holy Writ,1,1,13,3
0,0,1,Set a creature's strength to 1 and give it +1 health.,5,324,Reformation,1,1,13,3
2,4,3,Roar: If this is your only creature on the board  it gets +2 health.,1,325,Mindful Orc,2,1,13,1
2,2,1,Hidden for 1 turn. Creatures damaged by this creature get burn +1.,7,333,Needle-Fang Chameleon,2,1,13,1
1,3,1,Roar: Give the Chosen One +1/+1 and put it one card closer to the top of your deck.,5,326,Devout Cleric,3,1,13,1
3,2,3,"Roar: Give a random other Anubian ""Afterlife: Pull this creature from the void into your hand.""",4,335,Reborn Pharaoh,2,1,4,1
2,5,4,Roar: Shuffle a random box into your deck.,1,337,Pandora The Curious,4,1,10,1
0,0,6,Add a random spell  creature  and relic from your opponent's god to your hand.,7,338,Fill the Coffers,3,1,10,3
2,4,6,Deadly. Roar: Give a creature +3/-3.,1,339,Locusta Solution Expert,4,1,7,1
1,2,1,Roar: Replace all anims  enchanted weapons  and runes in your hand with random legendary cards.,1,340,Back-Alley Vendor,2,1,7,1
2,4,4,Roar: Reduce the cost of all cards in your hand that did not start in your deck by 1.,7,341,Merchant Prince,2,1,7,1
4,4,4,Hidden. Roar: A random enemy creature becomes confused and goes to sleep.,7,342,Avatar of Deception,4,1,7,1
0,0,7,Each enemy creature goes to sleep. Change your god power to Larceny.,7,343,Deception Unshrouded,4,1,7,3
1,2,4,Hidden. Roar: Add a Mind Probe to your opponent's hand. Whenever this creature damages your opponent  add a Mind Probe to their hand.,7,345,The Mastermind,4,1,7,1
4,2,3,Roar: Give a creature spell boost +1.,6,352,Arcana-Daemon,1,1,9,1
0,0,4,Destroy a random creature with the highest strength.,5,1005,Imperious Smite,1,2,9,3
0,0,6,Deal 5 damage to a creature and 3 damage to all other creatures.,6,1011,Astric Implosion,1,2,9,3
0,0,7,Transform an enemy creature with 4 or more attack into a 2/2 Acolyte. Gain control of the Acolyte. It gains frontline  protected and ward.,5,1021,Penitence,2,2,9,3
0,6,3,Frontline. Can't attack. Burn 2. Afterlife: Add two random Atlantean's to each players hand.,1,394,Aether Chest,4,3,5,1
0,0,0,When drawn  summon a random Legendary creature that costs the same or less than your available mana and obliterate this card. Draw a card.,1,100002,Atlas\' Burden,5,5,5,3
1,2,1,After a creature dies  heal your god for 1.,1,54,Scarab Swarm,3,1,13,1
0,0,2,Double the health of a friendly creature.,5,323,Anoint,1,1,13,3
0,0,5,Give a creature +3/+3 and protected.,5,327,Canonize,1,1,13,3
0,0,1,Select two creatures and evenly distribute their strength. They cannot attack gods this turn.,5,346,Scales of Justice,2,1,13,3
0,0,4,Pick one – · Deal 4 damage to a creature  or · Deal 4 damage to your opponent and look at the top 4 cards of their deck.,6,349,Shadow Slash,1,1,13,3
10,12,8,Overkill. Roar: Deal 3 damage to each other creature.,2,1047,Vinebound Jotun,3,2,13,1
0,1,6,After you play a War card  add 1 durability to this relic. Ability: Deal 4 damage to each creature  then remove 3 durability from this relic.,3,833,Valka\'s Axe,4,6,13,4
4,6,4,After this creature is healed  gain 2 favor. Roar: Deal 2 damage  to this creature.,1,898,Injured Hetairoi,1,6,7,1
6,6,7,Leech. Roar: Give deadly to all of your creatures.,4,53,Dire Demilich,3,1,9,1
2,4,4,Hidden. Flank. When this creature damages your opponent  add a copy of a card from your opponent's deck to your hand.,7,315,Lord of Whispers,4,1,9,1
2,3,5,Roar: Destroy all sleeping creatures.,7,854,Dream Stalker,2,6,9,1
6,7,7,At the end of your turn  add a random Aether from your void to your hand.,1,51,Rebirth Planetar,1,1,2,1
3,3,3,At the end of your turn  give ward to each friendly Atlantean.,1,1085,Phase Touched Golem,3,2,5,1
1,2,0,Confused.,2,100148,Badger,1,2,5,1
5,5,7,Protected. Ward. Afterlife: Summon a random anim.,1,393,The Iron Horse,4,3,5,1
2,3,2,Afterlife: Heal your god for 4.,5,390,Golden Sabre,3,3,5,4
0,0,1,Draw a card and reduce its mana cost by 1 if it costs less than your unlocked mana gems.,6,362,Dimension Door,1,1,5,3
1,1,1,Afterlife: Deal 1-2 damage randomly to either Pyroclastic Alchemist or your god.,1,100044,Pyroclast,1,1,5,1
5,1,5,Afterlife: Summon a Phoenix Egg.,2,400,First Phoenix,3,4,13,1
4,1,1,At the end of each player's turn  swap this creature's strength and health.,7,1158,Switch Duelist,2,2,7,1
0,4,1,At the start of your turn  give burn +4 to the creature with the highest health and this relic loses 1 durability.,4,382,Pyrocannon,1,3,7,4
3,2,4,Blitz. Afterlife: Deal 2 damage to two random creatures. Heal your god for 4.,3,384,Magic Missile Launcher,1,3,7,4
0,6,4,Whenever you cast a spell  summon a Banished Shadow and this relic loses 1 durability.,6,386,Shadow Banisher,2,3,7,4
6,6,6,Hidden for 1 turn.,7,388,Nethersaur,2,3,9,1
1,4,2,Frontline. Can't attack.,1,87002,Barricade,1,3,11,1
2,1,2,Roar: Trigger the afterlife of a friendly Anubian.,5,56,Pharaoh\'s Body-Double,1,1,4,1
3,4,6,Whenever you play an anim  add a random anim to your hand. Roar: Add an anim to your hand.,1,76,Set Oshi,4,1,4,1
2,2,1,Roar: Shuffle two random Nethers into your deck.,1,104,Raze Imp,1,1,9,1
9,4,6,,1,380,Atlantean Rex,1,3,5,1
1,2,1,Creatures damaged by this creature get burn +4.,1,381,Arcane Sphere,1,3,5,1
0,0,4,Destroy a friendly Atlantean. Summon two random Atlanteans from among all voids.,4,383,Aetherrust,2,3,5,3
1,5,4,Cannot attack. Frontline. Creatures damaged by this creature get burn +2.,1,385,Firewall,1,3,5,1
5,2,5,Protected.,1,387,Protected Deamonbot,2,3,9,1
1,3,3,Blitz. Leech. After your god attacks  this relic gets +1 strength.,2,389,Cryodyne Trident,2,3,9,4
7,7,5,Golden Golem cannot attack unless you cast a spell this turn.,1,395,Golden Golem,4,3,5,1
2,2,1,Regen 1.,1,87001,Springbloom Hunter,1,3,3,1
2,2,1,Hidden for one turn.,1,87003,Dockside Prowler,1,3,7,1
2,3,1,Confused. (When a confused creature attacks  there is a 50% chance that it attacks a valid random character instead.),1,87004,Wild Hog,1,3,13,1
1,1,2,Roar: This creature gains +2 strength if you have an Olympian in your void. If you have three or more  it also gains protected.,1,228,Empire\'s Footman,2,1,10,1
7,7,7,Roar: Summon two 1/1 Pyroclasts.,1,320,Pyroclastic Alchemist,2,1,10,1
0,0,2,"Draw a card. Give two friendly creatures ""Afterlife: Shuffle this creature into your deck.""",5,321,Forty Days,1,1,10,3
1,6,6,Deadly. After Kidnapper attacks a creature  pull the attacked creature into your hand.,7,336,Kidnapper,3,1,7,1
2,3,2,Blitz. (Creatures with blitz can attack enemy creatures  but not gods  the turn they are summoned.),1,87005,Vanguard Axewoman,1,1,12,1
2,1,1,Afterlife: Deal 1 damage a random enemy character.,1,87006,Volatile Imp,1,1,9,1
2,3,2,Roar: Heal another friendly creature for 1.,1,87007,Panacean Messenger,1,1,2,1
2,2,1,Ward.,1,1000,Dryder Sailweaver,2,2,2,1
0,0,8,Transform each enemy creature into 1/1 Rats. Change your god power to Seer.,6,364,Magic Unburdened,4,1,2,3
0,0,1,Give a friendly creature +3 strength. If it is hidden  give it flank.,7,1141,Dark Knives,2,2,2,3
4,3,2,Afterlife: Deal 4 damage to your god and pull the top card of your deck into your void.,4,1229,Void Banshee,2,2,9,1
3,4,4,Roar: Deal 1 damage. If you're holding an Aether  deal 3 damage instead.,6,20,Dimension Looper,1,1,8,1
4,4,4,Burn 1. Roar: Give another Atlantean twin strike and +2/+2.,1,55,Boost Walker,3,1,5,1
4,5,6,Roar: If a god is below 16 health  it heals for 4. If they are above 16  it is dealt 4 damage instead.,1,66,Balance Ethereals,2,1,2,1
3,3,3,Roar: Delve an enchanted weapon. Put it into your hand and a copy of it into your opponent's hand.,1,96,Blade Trader Drosis,4,1,7,1
0,0,3,Randomly pull two creatures from your deck  each with a mana cost of 2 or less  into your hand.,3,110,Reinforcements,1,1,7,3
2,2,1,Roar: Move the Chosen One three cards closer to the top of your deck.,5,1062,Illuminated Warrior,1,2,7,1
2,3,3,Roar: This creature gets +1 strength for every two Olympians in your void.,1,1150,Spartan,3,2,10,1
2,1,0,Blitz.,3,100090,Hand Axe,1,2,10,4
3,3,4,,4,100103,Netherbeast,1,2,9,1
0,0,5,"Give a creature: ""At the end of your turn  gain +5  split randomly across strength and health.""",2,57,Swelling Boon,1,1,9,3
5,5,6,"Regen 3. Roar: Give each friendly creature ""After this creature attacks a creature  deal 2 damage to a random enemy creature.""",2,844,Caller of the Hunt,3,6,3,1
0,0,5,Draw three cards.,6,1035,Rune Viper Tincture,2,2,3,3
0,0,7,Deal 15 damage to  each enemy creature. Your opponent summons a 1/1 Walking Plant for each creature damaged by this effect.,2,845,Seasonal Rebirth,3,6,3,3
1,4,1,Regen 1.,2,1045,Marsh Walker,2,2,13,1
1,4,2,Twin strike. Blitz. Roar: Target creature becomes confused.,2,1046,Faeflame Blade,3,2,13,4
4,2,3,Roar & Afterlife: Give regen +1 to each other friendly creature.,2,1049,Gersemi Freyja\'s Spear,4,2,13,1
4,3,3,Confused. Whenever this creature attacks  refresh two mana gems.,2,1050,Managarmr Moon Hound,4,2,13,1
6,6,8,Blitz. Twin strike. After this creature attacks another creature  this creature becomes protected.,3,1051,Grendel Night Terror,4,2,13,1
8,8,9,Roar: Add nine random Nature cards to your hand and set their costs to 1. Deal 6 damage to each enemy character.,2,846,Dionysus the Bountiful,4,6,13,1
3,2,3,Afterlife: Summon a 1/1 Impling.,1,87010,Jailbeast,1,6,9,1
1,4,2,Roar: Give your relic +2 strength for its next attack.,3,1052,Warmonger Smith,3,2,9,1
7,6,5,Whenever this creature takes damage  deal 2 damage to your god.,1,58,Nullmaw,3,1,9,1
0,0,2,Give all friendly creatures +2 strength.,2,100009,Cultivate,3,1,9,5
5,6,7,At the end of each turn  destroy three other random creatures with health 3 or less.,4,1033,Cerberus Styx Hound,4,2,9,1
2,1,10,At the start of your turn  set this creature's mana cost to 10 minus the number of cards in your hand. Roar: Deal 6 damage.,6,1036,Leyhoard Hatchling,2,2,6,1
3,2,4,Blitz. Afterlife: Destroy a random creature.,3,1053,Devouring Blade,3,2,6,4
0,4,2,Backline. Ability: Set a creature's strength to 2.,5,1054,Chalice Priest,3,2,8,1
2,2,4,Roar: Pull a card from your void to your hand.,5,1055,Radiant Embalmer,2,2,8,1
2,6,4,Frontline. Afterlife: Give +2 health to a random creature with strength 2 or less.,5,1056,Helios Guardian,1,2,8,1
2,2,5,Backline. At the end of your turn  summon a 2/2 Acolyte.,5,1057,Battle Cleric,2,2,8,1
2,4,3,Roar: Heal a friendly character for 2.,5,1058,Bright Mage,1,2,8,1
2,4,4,Roar: Give +2 health to each other friendly creature.,5,1059,Holy Enchanter,1,2,8,1
3,3,5,Roar: Deal 3 damage to an enemy creature.,1,1151,Ogre Archer,1,2,8,1
1,1,1,Protected.,1,1164,Tomb Torchbearer,1,2,4,1
1,1,1,,1,100128,Amazon Recruit,1,2,3,1
1,1,1,Confused. Roar: Summon a Chicken Egg.,1,59,Expectant Chicken,3,1,13,1
0,0,6,Deal damage to each enemy creature equal to the number of enemy creatures on the board.,7,1008,Rapture Dance,1,2,13,3
0,0,7,Deal 5 damage to each enemy creature.,6,1016,Inferno,1,2,13,3
3,4,4,Regen 1. Roar: Remove 4 durability from your opponent's relic.,2,1043,Nefarious Briar,1,2,13,1
1,3,2,Twin strike. Blitz. Afterlife: Summon a 1/1 Walking Plant.,2,1044,Staff of Roots,1,2,13,4
1,3,4,Whenever you summon a friendly creature  give it +1 health and frontline.,5,1060,Patience Priestess,2,2,8,1
0,2,1,Frontline. Afterlife: Give +2 health to each other friendly creature.,5,1061,Blind Martyr,3,2,8,1
3,3,2,Confused. Regen 1.,2,1018,Black Jaguar,1,2,13,1
4,5,7,At the end of each turn  pull a random creature from each god's void onto the board.,1,403,Blessed Ibis,2,4,13,1
3,4,3,,1,87009,Hunt Warden,1,4,3,1
5,5,5,Afterlife: Heal your god for 7. If this completely heals your god  add a random Nature card to your hand.,2,1048,Valewarden Minotaur,3,2,3,1
1,4,3,Frontline. (If a player has a frontline creature on the board  only their frontline creatures may be attacked.),1,87011,Hoplite Initiate,1,2,10,1
3,4,4,At the end of your turn  a random friendly injured character is healed for 2.,5,87012,Radiant Spirit,1,2,2,1
4,3,4,Afterlife: Pull a random Anubian of 3 mana or less from your void into your hand.,1,1103,Tomb Priest,3,2,4,1
10,10,8,Roar: Give burn +3 to all enemy creatures. If you have at least six cards in hand  deal 2 damage to each enemy creature.,1,1108,Ladon Uclid Dragon,4,2,6,1
4,3,3,,1,1094,Viking Outrider,1,2,12,1
2,2,2,Roar: Heal your god for 4.,1,1096,Duergar Priest,1,2,8,1
2,4,2,,1,1084,Skeleton Heavy,1,2,4,1
6,12,9,Blitz. Protected. Regen 6. Twin strike. Ward. Overkill.,1,1110,Echophon Atlantean Hydra,4,2,5,1
0,3,3,Ability: Target creature goes to sleep. Remove 1 durability from this relic.,7,850,Obsidian Dagger,1,6,5,4
1,3,4,Deadly. (Any amount of deadly damage will destroy a creature.),1,87013,Poison Peddler,1,6,7,1
5,3,4,Regen 1.,1,87014,Underbridge Assailant,1,6,3,1
6,10,7,Frontline.,1,1088,Cyclops Defender,1,2,13,1
1,3,2,Hidden. Flank.  When this creature attacks a god  steal 3 of their favor. (You also gain favor for attacking.),7,851,Larcenous Pan,1,6,9,1
4,5,6,Roar: Deal 1 damage to each enemy creature.,1,1089,Stormstress,2,2,8,1
2,2,1,Frontline.,1,1098,Felid Protector,1,2,10,1
0,0,3,Deal 8 damage to a random enemy creature  and give it burn +2.,2,1100,Lightning Strike,2,2,10,3
0,5,5,Backline. Ability: Deal 3 damage.,1,1104,Catapult,3,2,11,1
4,7,6,Twin strike.,1,1106,Cyclops Marksman,2,2,11,1
4,2,4,Afterlife: Summon a 2/1 Skeletal Guard.,1,1107,Pharaoh\'s Guard,1,2,4,1
1,3,3,At the end of your turn  summon a 1/1 Nimble Pixie.,1,143,Pixielock,2,1,3,1
5,9,7,Blitz. After this takes damage  it gets +5 strength.,3,144,Tyr The Just,4,1,12,1
2,3,1,,5,1064,Ritual Rod,3,2,12,4
5,6,5,,1,1068,Helios Battlesworn,1,2,8,1
2,2,4,Roar: Pull the highest-cost Nether from your deck to your hand. (Ties decided randomly.),1,1070,Eldritch Demonologist,3,2,9,1
0,2,2,Frontline. Cannot attack. Afterlife: Draw a card.,1,1079,Sentient Amphora,2,2,5,1
1,3,1,Roar: Give a friendly Amazon strength +1.,1,1081,Arkmonian Anteater,1,2,5,1
12,10,8,Roar: Give +2 health to each other friendly creature. If they have frontline  give them +4 health instead.,1,1091,Blackguard,3,2,5,1
5,2,4,Roar: Give a friendly creature +2 strength  until end of turn.,1,1092,Vanir Lion,1,2,5,1
3,4,4,Roar: Remove sleep from target friendly creature. Remove 1 durability from your opponent's relic.,1,1093,Svart Basilisk,1,2,5,1
3,4,3,,1,1095,Dune Cavalry,1,2,5,1
1,1,1,Roar: Give +1/+1 to a friendly creature.,1,1097,Shieldbearer,1,2,10,1
3,4,6,Backline. Leech. Roar & ability: Deal 1 damage to each creature.,3,1102,Auric Mage,1,2,8,1
2,2,6,Flank. Roar: Summon two Amazon Flankers.,1,1105,Amazon Flanker,2,2,3,1
0,0,3,Target creature goes to sleep. Draw a card for each sleeping enemy creature.,7,849,Fevered Dreams,1,6,3,3
1,2,5,Backline. At the start of your turn  deal 1 damage to each enemy character.,1,87015,Flamecaller,1,6,8,1
6,5,5,Confused.,1,87016,Riled Ursine,1,6,13,1
5,4,5,Frontline.,1,1067,Atlant Phalanx,1,2,5,1
2,2,1,Roar: Add a 1 mana  4/4 Young Manaborn to your deck.,1,1078,Deuteria Manashard Mage,4,2,9,1
3,2,2,At the start of your turn  deal 1 damage to your god and reduce the cost of your god power by 1 until the end of the turn.,1,1080,Balthazar Blood Magus,4,2,9,1
7,7,7,Frontline. Roar: If you have another Aether in hand  delve an Aether and put it into your hand.,1,1083,Planetar Centurion,3,2,2,1
1,5,5,The first time you summon a creature each turn  deal 2 damage to your opponent.,1,87017,Summoner\'s Guide,1,2,2,1
0,0,1,Destroy your relic and deal its damage +3 to target creature.,3,38,Hurl Weapon,1,1,2,3
1,3,1,At the end of each turn  if your god power is active  change it to a random common one.,1,132,Namebinder Zal\'zie,4,1,9,1
5,5,6,Roar: Transform each enemy creature into a random creature with the same mana cost.,1,133,Nemris the Unstable,4,1,9,1
10,10,7,,1,1087,Burnished Bull,1,2,13,1
0,6,1,Frontline. Can't attack. At the end of each turn  set this creature's strength to 0.,1,1099,Rampart,1,2,11,1
3,2,2,Roar: If your god is protected  Time-Bomb gets +1 strength and protected. Otherwise  your god gains protected.,6,1153,Time-Bomb,3,2,5,1
1,1,2,Whenever you summon a creature  give it +1 strength.,1,1156,Inspirator,2,2,5,1
0,0,1,Pick one – · Deal 1 damage to each creature  or · Deal 2 damage to a creature.,3,1157,Auric Rush,1,2,5,3
5,2,8,Godblitz. Whenever you attack  deal 2 damage to each creature  and heal your god for the damage done.,3,1142,Ares\' Runeblade,2,2,5,4
1,3,3,Hidden for 1 turn. At the start of your turn  add a random enchanted weapon to your hand.,7,88,Shady Merchant,1,1,7,1
6,5,6,Roar: Choose a creature. This creature becomes a copy of it  and gains hidden for 1 turn.,1,187,Hooded Doppelganger,3,1,7,1
0,0,2,Target an enemy creature. Summon three 1/1 Rogue Skulkers to attack the target.,7,201,Mugging,2,1,7,3
2,2,1,Roar: Remove confused from a friendly creature.,2,1161,Amazon Conscript,1,2,3,1
6,7,7,Whenever you summon a creature  give it +1/+2.,1,1146,Judge Envoy,3,2,2,1
3,3,3,Frontline.,1,1148,Battle Aurochs,1,2,2,1
3,3,4,Roar: Deal 2 damage to an enemy creature.,1,1155,Carthaginian Marine,1,2,2,1
2,3,4,Roar: Give each other friendly creature +1 strength.,1,1162,Singsong Satyr,2,2,8,1
10,12,8,Protected. Frontline.,1,1086,Helian Elite,2,2,8,1
0,0,6,Each creature gets +3/-3.,7,857,Elixir of the Snake,3,6,8,3
7,7,9,Hidden. Deadly. When this creature attacks a god  obliterate the top ten cards of your opponent's deck.,7,858,Eris Queen of Chaos,4,6,8,1
3,1,5,"Roar: Give each other friendly creature ""Whenever this creature damages your opponent  copy a random card in your opponent's deck and add it to your hand.""",7,859,Hierophant Silenus,4,6,8,1
2,1,1,Godblitz.,3,860,Bloodthirsty Spear,1,6,8,4
5,5,6,Afterlife: Summon a 1/1 Impling.,1,87018,Rotting Mount,1,6,9,1
6,5,6,Frontline.,1,87019,Hired Muscle,1,6,7,1
5,1,2,Flank.,1,45,Felid Tracker,1,1,13,1
2,1,1,Roar: Give a random creature in your hand +2 strength.,3,1126,Tartessian Improviser,3,2,13,1
0,0,8,Destroy all creatures. Summon a 9/9 Demonic Skull with -1/-1 for each enemy creature destroyed and +1/+1 for each friendly.,4,1129,End Times,3,2,13,3
0,0,1,Deal 2 damage to each god. Draw a card.,4,1130,Brimstone,1,2,13,3
0,0,1,Destroy a creature with health 3 or less.,4,1131,Blight Bomb,1,2,13,3
0,0,4,Transform a friendly creature into a 6/6 Netherspawn.,4,1132,The Old Ritual,1,2,13,3
0,0,5,Destroy a creature. Deal 2 damage to your god.,4,1133,Ray of Disintegration,1,2,13,3
0,0,1,Randomly pull a relic from your deck to your hand.,3,1137,Reckoning,1,2,13,3
3,4,4,Blitz. Flank. Roar: Give each other friendly creature flank.,3,1138,Viking Longship,2,2,12,1
3,1,3,Twin strike. Protected.,3,1139,Trojan Battlemage,1,2,12,1
2,2,3,Afterlife: Summon two 1/1 Battlethralls.,1,1140,Viking Bloodguard,2,2,12,1
2,1,2,Roar: Give +1/+1 to a friendly creature.,1,1147,Felid Janissary,1,2,12,1
6,6,7,Roar: If any creatures in your void have blitz  flank  frontline  leech  protected  twin strike  or ward  this creature gains those abilities.,3,1149,Hector Prince of Troy,4,2,10,1
3,5,4,After a friendly creature takes damage and survives  this creatures gets +1 strength.,3,1152,Tamed Mammoth,1,2,10,1
0,4,6,At the start of your turn  pull the creature with the lowest health from your void onto the board  and this relic loses 1 durability.,4,1159,Phylactery,1,2,10,4
1,1,3,Afterlife: Summon another random creature with afterlife from your void.,4,60,Pallbearer,2,1,4,1
1,1,1,Roar: Summon a 1/1 Bodyguard with frontline.,1,1127,Cardshark,2,2,7,1
3,1,1,Flank. Roar: Remove 1 durability from your opponent's relic.,1,1128,Wiccan Trapper,2,2,8,1
0,0,4,Select a friendly creature and an enemy creature. Destroy both of them.,4,1134,Void Flash,3,2,8,3
0,0,1,Give a creature +2/+1.,3,1136,Deadly Arsenal,2,2,8,3
1,2,1,Roar: Deal 1 damage to an enemy creature.,1,1160,Athenian Archer,2,2,10,1
0,0,1,Target two creatures. They go to sleep.,7,61,Spellbound,1,1,10,3
1,5,1,Godblitz. Flank.,7,1119,Makeshift Shiv,1,2,10,4
3,2,2,Whenever a creature dies  heal its god for 2.,4,1202,Raving Necromancer,1,2,8,1
0,0,2,Pick one – · Deal 4 damage to a random enemy creature  or · Deal 3 damage and heal your god for 3.,2,1117,Canopy Barrage,1,2,8,3
0,0,3,Obliterate a random card in hand. Add three random Atlanteans to your hand.,7,392,Hasty Trade,3,3,8,3
4,6,6,When this creature attacks & Roar: Reduce by 1 the cost of each non-Deception  non-Neutral card  in your hand.,7,856,Pan Marauder,3,6,9,1
2,2,1,This creature gets +1 health after it attacks a creature.,3,1193,Bladecaster,1,2,10,1
1,2,2,Backline. Ability: Deal 1 damage.,1,1198,Sentry Post,3,2,11,1
1,2,5,Protected. Frontline. Deadly.,1,1200,Cursed Caipora,2,2,3,1
3,1,1,Hidden. Flank.,7,1194,Felid Assassin,1,2,9,1
2,3,4,Roar: Deal 1 damage to two enemy creatures. You may select the same creature twice.,1,1175,Veteran Archer,2,2,9,1
3,2,2,Creatures damaged by this creature get -2 strength.,5,1195,Devoted Follower,1,2,8,1
1,2,3,Roar: Give the Chosen One +1/+1  frontline  and ward. Move it to the top of your deck.,5,1196,Triumvirate Prophet,4,2,8,1
0,0,2,Remove sleep from all friendly creatures. Each creature with strength 4 or more has their strength set to 2.,5,1199,Pacifism,1,2,8,3
2,3,2,Frontline.,1,1201,Shield Maiden,1,2,12,1
4,2,2,,1,1176,Amazon Spearsoul,1,2,3,1
2,3,4,Roar: Foresee 3. Draw a card.,6,1178,Soothsayer,2,2,8,1
3,3,3,Roar: Heal your god for 2.,1,1181,Combat Medic,1,2,10,1
3,3,3,Twin strike. Leech.,3,863,Nokkvi Pillager,1,6,12,1
2,2,1,Roar: Foresee 1.,6,1182,Spellsight Seer,1,2,8,1
3,4,7,Frontline. Afterlife: Summon two 3/2 Ancient Executioners with frontline.,1,1184,Tomb Blademaster,3,2,4,1
2,5,4,Twin strike.,1,1185,Strix Hunter,1,2,4,1
4,4,6,Ward. Roar: Pull a random spell from your void into your hand.,1,87020,Echocaster,1,2,8,1
6,7,7,Blitz. Confused.,1,87021,Juggernewt,1,2,13,1
0,0,2,Deal 8 damage to a random enemy creature. Summon a 2/2 Walking Tree for your opponent.,2,63,Uproot,1,1,13,3
3,2,3,Afterlife: Deal 2 damage to a random enemy creature.,1,68,"Petard ""Elder""",2,1,13,1
3,3,3,Roar: Transform another random creature into a 1/5 or 5/1 Malfunctioning Artifice.,1,69,Malfunctioning Servitor,2,1,5,1
0,0,1,Deal 3 damage to each god  and give burn +3 to each creature.,4,71,Ragnarok,2,1,5,3
3,7,5,Frontline. Roar: Summon three 1/1 Injured Soldiers with frontline  and Odysseus  Tried Victor takes 6 damage.,1,152,Odysseus Tried Victor,4,1,10,1
0,0,1,Draw a card  add two copies of it to your opponent's deck.,7,154,Mirror Mirror,1,1,10,3
0,0,5,Deal 6 damage randomly split among all enemy creatures.,2,1186,The Hunt,1,2,10,3
0,0,3,Draw a card for each injured creature.,3,1187,Signal Scouts,2,2,10,3
0,0,1,Give target friendly creature +1 health. Draw a card.,5,1188,Thaeric Blessing,1,2,10,3
2,2,2,After this creature attacks a creature  draw a card.,3,1189,Belligerent Warlock,2,2,10,1
0,0,2,Pull an enemy creature from the board into its owner's hand.,7,1191,Trapdoor,1,2,10,3
1,2,2,Roar: Give a friendly creature +2 health.,1,1192,Aging Veteran,1,2,10,1
2,2,1,Blitz.,3,1197,Tavern Brawler,1,2,10,1
1,2,2,Godblitz. Roar: Give +1/+1 to a random creature in your hand.,3,862,Commander\'s Gladius,1,6,10,4
2,1,4,Roar: Summon a copy of this creature. (A copy includes buffs and debuffs.),3,864,Mountain Raider,2,6,10,1
7,7,7,Frontline. Protected. Roar: Fully heal all other friendly creatures.,5,64,Avatar of Light,4,1,10,1
0,0,4,Copy the last spell and the last creature your opponent played  and put them into your hand.,7,65,Pickpocket,1,1,10,3
5,7,7,Afterlife: Summon a random legendary creature.,1,67,Golem Centurion,2,1,5,1
4,4,3,Roar: Deal 3 damage to your god.,4,70,Greed Banestrider,2,1,9,1
0,7,4,At the start of your turn  destroy all creatures.,4,203,Ares Peacemaker,2,1,9,1
2,1,4,Roar: Summon two Bladeflys.,2,1166,Bladefly,1,2,13,1
4,3,5,Frontline. Roar: Summon two 1/1 Hyenas.,1,1167,Jungle Princess,1,2,3,1
2,2,1,Hidden for 1 turn.,1,1169,Wiccan Warrior,1,2,3,1
3,1,3,Roar: Give a friendly creature twin strike.,3,1170,Tartessian Skirmisher,1,2,3,1
3,2,4,Roar: Give another random friendly creature +2/+1.,1,1172,Traveling Bard,1,2,7,1
1,1,2,Roar: Deal 1 damage to a creature  and summon a 1/1 Impling.,1,1173,Wicked Fae,2,2,9,1
